"Time","propulsion.port.alternatorVoltage.last","propulsion.port.boostPressure.last",fuel,"propulsion.port.oilPressure.last","propulsion.port.revolutions.last","propulsion.port.runTime.last","propulsion.port.temperature.last","propulsion.port.transmission.oilPressure.last","propulsion.port.transmission.oilTemperature.last","propulsion.starboard.alternatorVoltage.last","propulsion.starboard.boostPressure.last","propulsion.starboard.fuel.rate.last","propulsion.starboard.oilPressure.last","propulsion.starboard.revolutions.last","propulsion.starboard.runTime.last","propulsion.starboard.temperature.last","propulsion.starboard.transmission.oilPressure.last","propulsion.starboard.transmission.oilTemperature.last"
2021-10-25 11:55:30,28.2,0,0.0,156000.0,9.9,2267100.0,344.2,2442600.0,310.0,28.2,0,0.0,156000.0,10.0,2260800.0,344.2,2439900.0,310.2
2021-10-25 11:55:45,28.2,0,0.0,160000.0,10.0,2267100.0,343.2,2454000.0,309.7,28.2,0,0.0,156000.0,9.9,2260800.0,342.2,2397600.0,310.2
2021-10-25 11:56:00,28.2,0,0.0,160000.0,10.0,2267100.0,342.2,2448300.0,309.3,28.2,0,0.0,160000.0,10.0,2260800.0,342.2,2407100.0,309.9
2021-10-25 11:56:15,28.2,0,0.0,164000.0,10.0,2267100.0,342.2,2451100.0,309.1,28.2,0,0.0,160000.0,9.9,2260800.0,342.2,2419300.0,309.6
2021-10-25 11:56:30,28.2,0,0.0,164000.0,10.0,2267100.0,342.2,2435700.0,308.8,28.2,0,0.0,160000.0,10.0,2260800.0,342.2,2418900.0,309.0
2021-10-25 11:56:45,28.2,0,0.0,164000.0,9.9,2267100.0,342.2,2436700.0,308.7,28.2,0,0.0,164000.0,9.9,2260800.0,342.2,2419100.0,308.5
2021-10-25 11:57:00,28.2,0,0.0,164000.0,9.9,2267100.0,342.2,2449700.0,308.4,28.2,0,0.0,160000.0,10.0,2260800.0,342.2,2418900.0,308.4
2021-10-25 11:57:15,28.2,0,0.0,164000.0,10.0,2267100.0,342.2,2443300.0,308.3,28.2,0,0.0,164000.0,9.9,2260800.0,342.2,2407600.0,308.3
2021-10-25 11:57:30,28.2,0,0.0,168000.0,10.0,2267100.0,342.2,2444900.0,308.2,28.2,0,0.0,164000.0,10.0,2260800.0,342.2,2411000.0,308.2
2021-10-25 11:57:45,28.1,0,0.0,332000.0,16.7,2267280.0,342.2,2506300.0,308.3,28.0,0,0.0,312000.0,16.1,2260980.0,342.2,2460400.0,308.1
2021-10-25 11:58:00,28.0,0,0.0,328000.0,16.7,2267280.0,343.2,2502700.0,308.8,28.0,0,0.0,308000.0,16.1,2260980.0,342.2,2456300.0,309.5
2021-10-25 11:58:15,28.0,0,0.0,324000.0,16.6,2267280.0,343.2,2508400.0,309.0,28.0,0,0.0,304000.0,16.0,2260980.0,343.2,2452400.0,309.7
2021-10-25 11:58:30,28.1,0,0.0,160000.0,10.0,2267280.0,344.2,2460600.0,308.8,28.1,0,0.0,160000.0,9.9,2260980.0,343.2,2383400.0,309.4
2021-10-25 11:58:45,28.1,0,0.0,160000.0,10.0,2267280.0,344.2,2463100.0,308.7,28.1,0,0.0,156000.0,9.8,2260980.0,343.2,2405000.0,309.5
2021-10-25 11:59:00,28.1,0,0.0,160000.0,9.9,2267280.0,343.2,2452800.0,308.7,28.1,0,0.0,160000.0,10.0,2260980.0,343.2,2412300.0,309.5
2021-10-25 11:59:15,28.1,0,0.0,164000.0,9.9,2267280.0,343.2,2445200.0,308.6,28.0,0,0.0,160000.0,10.0,2260980.0,343.2,2419400.0,309.5
2021-10-25 11:59:30,28.1,0,0.0,164000.0,10.0,2267280.0,343.2,2459700.0,308.5,28.1,0,0.0,160000.0,10.0,2260980.0,342.2,2403000.0,309.4
2021-10-25 11:59:45,28.2,0,0.0,164000.0,10.0,2267280.0,343.2,2457200.0,308.5,28.1,0,0.0,160000.0,10.0,2260980.0,342.2,2430900.0,309.4
2021-10-25 12:00:00,28.0,4000.0,0.0,408000.0,20.1,2267280.0,342.2,2518000.0,308.7,28.0,0,0.0,160000.0,9.9,2260980.0,342.2,2439200.0,309.4
2021-10-25 12:00:15,28.1,0,0.0,168000.0,10.3,2267280.0,343.2,2276500.0,308.8,28.1,0,0.0,168000.0,10.3,2260980.0,342.2,2410100.0,309.6
2021-10-25 12:00:30,28.1,0,0.0,160000.0,10.0,2267280.0,344.2,2452400.0,308.7,28.1,0,0.0,160000.0,10.0,2260980.0,342.2,2424000.0,309.3
2021-10-25 12:00:45,28.2,0,0.0,156000.0,9.9,2267460.0,344.2,2351600.0,308.8,28.1,0,0.0,152000.0,10.0,2261160.0,343.2,2266200.0,309.4
2021-10-25 12:01:00,28.2,0,0.0,160000.0,9.9,2267460.0,343.2,2450200.0,308.6,28.0,0,0.0,160000.0,10.0,2261160.0,343.2,2415700.0,309.3
2021-10-25 12:01:15,28.2,0,0.0,164000.0,9.1,2267460.0,343.2,1008800.0,308.7,28.2,0,0.0,160000.0,8.4,2261160.0,343.2,1058200.0,309.4
2021-10-25 12:01:30,28.2,0,0.0,168000.0,10.3,2267460.0,343.2,2356800.0,308.4,28.2,0,0.0,132000.0,9.9,2261160.0,343.2,1629800.0,309.0
2021-10-25 12:01:45,28.2,0,0.0,164000.0,10.3,2267460.0,343.2,2324700.0,308.7,28.1,0,0.0,168000.0,10.3,2261160.0,343.2,2089500.0,309.0
2021-10-25 12:02:00,28.2,0,0.0,168000.0,10.1,2267460.0,343.2,2459200.0,308.5,28.1,0,0.0,168000.0,10.4,2261160.0,343.2,1753300.0,308.8
2021-10-25 12:02:15,28.2,0,0.0,164000.0,10.0,2267460.0,343.2,2458400.0,308.6,28.1,0,0.0,152000.0,10.0,2261160.0,343.2,2276800.0,308.9
2021-10-25 12:02:30,28.1,0,0.0,164000.0,10.1,2267460.0,342.2,2449400.0,308.3,28.1,0,0.0,160000.0,10.0,2261160.0,343.2,2424900.0,308.8
2021-10-25 12:02:45,28.2,0,0.0,164000.0,10.0,2267460.0,342.2,2438200.0,308.3,28.1,0,0.0,160000.0,9.9,2261160.0,342.2,2421500.0,308.7
2021-10-25 12:03:00,28.2,0,0.0,160000.0,10.0,2267460.0,342.2,2450900.0,308.0,28.1,0,0.0,160000.0,10.0,2261160.0,342.2,2422300.0,308.3
2021-10-25 12:03:15,28.2,0,0.0,164000.0,10.0,2267460.0,342.2,2453900.0,307.9,28.2,0,0.0,160000.0,9.9,2261160.0,342.2,2414000.0,308.1
2021-10-25 12:03:30,28.2,0,0.0,164000.0,10.0,2267460.0,342.2,2489000.0,307.8,28.1,0,0.0,160000.0,10.0,2261160.0,342.2,2412400.0,308.0
2021-10-25 12:03:45,28.2,0,0.0,136000.0,2.8,2267640.0,342.2,20700.0,421.6,27.7,0,0,0,0,2261340.0,342.2,585200.0,308.1
2021-10-25 12:04:00,26.4,0,0,0,0,2267640.0,342.2,820400.0,307.5,26.6,,0,0,,2261340.0,342.2,335100.0,307.5
2021-10-25 12:04:15,,,,,,,,,,,,,,,,,,
2021-10-25 12:04:30,,,,,,,,,,,,,,,,,,
2021-10-25 12:04:45,,,,,,,,,,,,,,,,,,
2021-10-25 12:05:00,,,,,,,,,,,,,,,,,,
2021-10-25 12:05:15,,,,,,,,,,,,,,,,,,
2021-10-25 12:05:30,,,,,,,,,,,,,,,,,,
2021-10-25 12:05:45,,,,,,,,,,,,,,,,,,
2021-10-25 12:06:00,,,,,,,,,,,,,,,,,,
2021-10-25 12:06:15,,,,,,,,,,,,,,,,,,
2021-10-25 12:06:30,,,,,,,,,,,,,,,,,,
2021-10-25 12:06:45,,,,,,,,,,,,,,,,,,
2021-10-25 12:07:00,,,,,,,,,,,,,,,,,,
2021-10-25 12:07:15,,,,,,,,,,,,,,,,,,
2021-10-25 12:07:30,,,,,,,,,,,,,,,,,,
2021-10-25 12:07:45,,,,,,,,,,,,,,,,,,
2021-10-25 12:08:00,,,,,,,,,,,,,,,,,,
2021-10-25 12:08:15,,,,,,,,,,,,,,,,,,
2021-10-25 12:08:30,,,,,,,,,,,,,,,,,,
2021-10-25 12:08:45,,,,,,,,,,,,,,,,,,
2021-10-25 12:09:00,,,,,,,,,,,,,,,,,,
2021-10-25 12:09:15,,,,,,,,,,,,,,,,,,
2021-10-25 12:09:30,,,,,,,,,,,,,,,,,,
2021-10-25 12:09:45,,,,,,,,,,,,,,,,,,
2021-10-25 12:10:00,,,,,,,,,,,,,,,,,,
2021-10-25 12:10:15,,,,,,,,,,,,,,,,,,
2021-10-25 12:10:30,,,,,,,,,,,,,,,,,,
2021-10-25 12:10:45,,,,,,,,,,,,,,,,,,
2021-10-25 12:11:00,,,,,,,,,,,,,,,,,,
2021-10-25 12:11:15,,,,,,,,,,,,,,,,,,
2021-10-25 12:11:30,,,,,,,,,,,,,,,,,,
2021-10-25 12:11:45,,,,,,,,,,,,,,,,,,
2021-10-25 12:12:00,,,,,,,,,,,,,,,,,,
2021-10-25 12:12:15,,,,,,,,,,,,,,,,,,
2021-10-25 12:12:30,,,,,,,,,,,,,,,,,,
2021-10-25 12:12:45,,,,,,,,,,,,,,,,,,
2021-10-25 12:13:00,,,,,,,,,,,,,,,,,,
2021-10-25 12:13:15,,,,,,,,,,,,,,,,,,
2021-10-25 12:13:30,,,,,,,,,,,,,,,,,,
2021-10-25 12:13:45,,,,,,,,,,,,,,,,,,
2021-10-25 12:14:00,,,,,,,,,,,,,,,,,,
2021-10-25 12:14:15,,,,,,,,,,,,,,,,,,
2021-10-25 12:14:30,,,,,,,,,,,,,,,,,,
2021-10-25 12:14:45,,,,,,,,,,,,,,,,,,
2021-10-25 12:15:00,,,,,,,,,,,,,,,,,,
2021-10-25 12:15:15,,,,,,,,,,,,,,,,,,
2021-10-25 12:15:30,,,,,,,,,,,,,,,,,,
2021-10-25 12:15:45,,,,,,,,,,,,,,,,,,
2021-10-25 12:16:00,,,,,,,,,,,,,,,,,,
2021-10-25 12:16:15,,,,,,,,,,,,,,,,,,
2021-10-25 12:16:30,,,,,,,,,,,,,,,,,,
2021-10-25 12:16:45,,,,,,,,,,,,,,,,,,
2021-10-25 12:17:00,,,,,,,,,,,,,,,,,,
2021-10-25 12:17:15,,,,,,,,,,,,,,,,,,
2021-10-25 12:17:30,,,,,,,,,,,,,,,,,,
2021-10-25 12:17:45,,,,,,,,,,,,,,,,,,
2021-10-25 12:18:00,,,,,,,,,,,,,,,,,,
2021-10-25 12:18:15,,,,,,,,,,,,,,,,,,
2021-10-25 12:18:30,,,,,,,,,,,,,,,,,,
2021-10-25 12:18:45,,,,,,,,,,,,,,,,,,
2021-10-25 12:19:00,,,,,,,,,,,,,,,,,,
2021-10-25 12:19:15,,,,,,,,,,,,,,,,,,
2021-10-25 12:19:30,,,,,,,,,,,,,,,,,,
2021-10-25 12:19:45,,,,,,,,,,,,,,,,,,
2021-10-25 12:20:00,,,,,,,,,,,,,,,,,,
2021-10-25 12:20:15,,,,,,,,,,,,,,,,,,
2021-10-25 12:20:30,,,,,,,,,,,,,,,,,,
2021-10-25 12:20:45,,,,,,,,,,,,,,,,,,
2021-10-25 12:21:00,,,,,,,,,,,,,,,,,,
2021-10-25 12:21:15,,,,,,,,,,,,,,,,,,
2021-10-25 12:21:30,,,,,,,,,,,,,,,,,,
2021-10-25 12:21:45,,,,,,,,,,,,,,,,,,
2021-10-25 12:22:00,,,,,,,,,,,,,,,,,,
2021-10-25 12:22:15,,,,,,,,,,,,,,,,,,
2021-10-25 12:22:30,,,,,,,,,,,,,,,,,,
2021-10-25 12:22:45,,,,,,,,,,,,,,,,,,
2021-10-25 12:23:00,,,,,,,,,,,,,,,,,,
2021-10-25 12:23:15,,,,,,,,,,,,,,,,,,
2021-10-25 12:23:30,,,,,,,,,,,,,,,,,,
2021-10-25 12:23:45,,,,,,,,,,,,,,,,,,
2021-10-25 12:24:00,,,,,,,,,,,,,,,,,,
2021-10-25 12:24:15,,,,,,,,,,,,,,,,,,
2021-10-25 12:24:30,,,,,,,,,,,,,,,,,,
2021-10-25 12:24:45,,,,,,,,,,,,,,,,,,
2021-10-25 12:25:00,,,,,,,,,,,,,,,,,,
2021-10-25 12:25:15,,,,,,,,,,,,,,,,,,
2021-10-25 12:25:30,,,,,,,,,,,,,,,,,,
2021-10-25 12:25:45,,,,,,,,,,,,,,,,,,
2021-10-25 12:26:00,,,,,,,,,,,,,,,,,,
2021-10-25 12:26:15,,,,,,,,,,,,,,,,,,
2021-10-25 12:26:30,,,,,,,,,,,,,,,,,,
2021-10-25 12:26:45,,,,,,,,,,,,,,,,,,
2021-10-25 12:27:00,,,,,,,,,,,,,,,,,,
2021-10-25 12:27:15,,,,,,,,,,,,,,,,,,
2021-10-25 12:27:30,,,,,,,,,,,,,,,,,,
2021-10-25 12:27:45,,,,,,,,,,,,,,,,,,
2021-10-25 12:28:00,,,,,,,,,,,,,,,,,,
2021-10-25 12:28:15,,,,,,,,,,,,,,,,,,
2021-10-25 12:28:30,,,,,,,,,,,,,,,,,,
2021-10-25 12:28:45,,,,,,,,,,,,,,,,,,
2021-10-25 12:29:00,,,,,,,,,,,,,,,,,,
2021-10-25 12:29:15,,,,,,,,,,,,,,,,,,
2021-10-25 12:29:30,,,,,,,,,,,,,,,,,,
2021-10-25 12:29:45,,,,,,,,,,,,,,,,,,
2021-10-25 12:30:00,,,,,,,,,,,,,,,,,,
2021-10-25 12:30:15,,,,,,,,,,,,,,,,,,
2021-10-25 12:30:30,,,,,,,,,,,,,,,,,,
2021-10-25 12:30:45,,,,,,,,,,,,,,,,,,
2021-10-25 12:31:00,25.9,0,0,0,0,2267640.0,332.2,98400.0,302.0,26.0,0,0,0,0,2261340.0,336.2,89300.0,303.2
2021-10-25 12:31:15,26.0,0,0,0,0,2267640.0,332.2,98000.0,302.1,26.1,0,0,0,0,2261340.0,336.2,89100.0,303.4
2021-10-25 12:31:30,26.0,,0,0,,2267640.0,332.2,98400.0,302.2,26.0,,0,0,,2261340.0,336.2,89000.0,303.5
2021-10-25 12:31:45,25.9,0,0,0,0,2267640.0,332.2,98600.0,302.3,26.0,0,0,0,0,2261340.0,336.2,89000.0,303.6
2021-10-25 12:32:00,,,,,,,,98000.0,302.4,25.9,,0,0,,2261340.0,336.2,88900.0,303.7
2021-10-25 12:32:15,26.0,0,0,0,0,2267640.0,332.2,98000.0,302.4,26.0,0,0,0,0,2261340.0,336.2,89100.0,303.8
2021-10-25 12:32:30,,,,,,,,98600.0,302.5,25.9,,0,0,,2261340.0,336.2,89000.0,303.9
2021-10-25 12:32:45,26.0,0,0,0,0,2267640.0,332.2,98500.0,302.6,25.9,0,0,0,0,2261340.0,336.2,89200.0,304.0
2021-10-25 12:33:00,,,,,,,,98200.0,302.7,,,,,,,,89100.0,304.1
2021-10-25 12:33:15,26.0,0,0,0,0,2267640.0,332.2,98400.0,302.7,25.9,0,0,0,0,2261340.0,336.2,89100.0,304.2
2021-10-25 12:33:30,26.0,,0,0,,2267640.0,331.2,98400.0,302.8,,,,,,,,89200.0,304.3
2021-10-25 12:33:45,26.0,0,0,0,0,2267640.0,331.2,97900.0,302.8,25.9,0,0,0,0,2261340.0,336.2,88700.0,304.4
2021-10-25 12:34:00,,,,,,,,97900.0,302.9,,,,,,,,88600.0,304.5
2021-10-25 12:34:15,26.0,0,0,0,0,2267640.0,331.2,98500.0,302.9,25.9,0,0,0,0,2261340.0,336.2,88700.0,304.6
2021-10-25 12:34:30,,,,,,,,98500.0,303.0,,,,,,,,89000.0,304.7
2021-10-25 12:34:45,25.9,0,0,0,0,2267640.0,331.2,97900.0,303.0,25.9,0,0,0,0,2261340.0,336.2,89200.0,304.8
2021-10-25 12:35:00,,,,,,,,98500.0,303.1,25.9,,0,0,,2261340.0,335.2,89200.0,304.9
2021-10-25 12:35:15,25.9,0,0,0,0,2267640.0,331.2,98100.0,303.1,25.9,0,0,0,0,2261340.0,335.2,89000.0,305.0
2021-10-25 12:35:30,,,,,,,,,,,,,,,,,89100.0,305.1
2021-10-25 12:35:45,25.9,0,0,0,0,2267640.0,331.2,98500.0,303.1,25.9,0,0,0,0,2261340.0,335.2,88700.0,305.2
2021-10-25 12:36:00,,,,,,,,,,,,,,,,,89200.0,305.3
2021-10-25 12:36:15,25.9,0,0,0,0,2267640.0,331.2,98400.0,303.2,25.9,0,0,0,0,2261340.0,335.2,88800.0,305.4
2021-10-25 12:36:30,25.9,,0,0,,2267640.0,330.2,98500.0,303.3,,,,,,,,89200.0,305.5
2021-10-25 12:36:45,25.9,0,0,0,0,2267640.0,330.2,97900.0,303.3,25.9,0,0,0,0,2261340.0,335.2,89200.0,305.6
2021-10-25 12:37:00,,,,,,,,98000.0,303.4,,,,,,,,89200.0,305.7
2021-10-25 12:37:15,25.9,0,0,0,0,2267640.0,330.2,97800.0,303.4,25.9,0,0,0,0,2261340.0,335.2,88700.0,305.8
2021-10-25 12:37:30,,,,,,,,97700.0,303.4,,,,,,,,88700.0,305.9
2021-10-25 12:37:45,25.9,0,0,0,0,2267640.0,330.2,98400.0,303.4,25.9,0,0,0,0,2261340.0,335.2,88800.0,306.0
2021-10-25 12:38:00,,,,,,,,97800.0,303.5,,,,,,,,89200.0,306.1
2021-10-25 12:38:15,25.9,0,0,0,0,2267640.0,330.2,98400.0,303.5,25.9,0,0,0,0,2261340.0,335.2,88700.0,306.2
2021-10-25 12:38:30,,,,,,,,,,,,,,,,,88700.0,306.3
2021-10-25 12:38:45,25.9,0,0,0,0,2267640.0,330.2,97800.0,303.6,25.9,0,0,0,0,2261340.0,335.2,89200.0,306.4
2021-10-25 12:39:00,,,,,,,,98300.0,303.6,25.9,,0,0,,2261340.0,335.2,88800.0,306.5
2021-10-25 12:39:15,25.9,0,0,0,0,2267640.0,330.2,98300.0,303.6,25.9,0,0,0,0,2261340.0,334.2,89200.0,306.6
2021-10-25 12:39:30,,,,,,,,,,,,,,,,,,
2021-10-25 12:39:45,,,,,,,,,,,,,,,,,,
2021-10-25 12:40:00,,,,,,,,,,,,,,,,,,
2021-10-25 12:40:15,,,,,,,,,,,,,,,,,,
2021-10-25 12:40:30,,,,,,,,,,,,,,,,,,
2021-10-25 12:40:45,,,,,,,,,,,,,,,,,,
2021-10-25 12:41:00,,,,,,,,,,,,,,,,,,
2021-10-25 12:41:15,,,,,,,,,,,,,,,,,,
2021-10-25 12:41:30,,,,,,,,,,,,,,,,,,
2021-10-25 12:41:45,,,,,,,,,,,,,,,,,,
2021-10-25 12:42:00,,,,,,,,,,,,,,,,,,
2021-10-25 12:42:15,,,,,,,,,,,,,,,,,,
2021-10-25 12:42:30,,,,,,,,,,,,,,,,,,
2021-10-25 12:42:45,,,,,,,,,,,,,,,,,,
2021-10-25 12:43:00,,,,,,,,,,,,,,,,,,
2021-10-25 12:43:15,,,,,,,,,,,,,,,,,,
2021-10-25 12:43:30,,,,,,,,,,,,,,,,,,
2021-10-25 12:43:45,,,,,,,,,,,,,,,,,,
2021-10-25 12:44:00,,,,,,,,,,,,,,,,,,
2021-10-25 12:44:15,,,,,,,,,,,,,,,,,,
2021-10-25 12:44:30,,,,,,,,,,,,,,,,,,
2021-10-25 12:44:45,,,,,,,,,,,,,,,,,,
2021-10-25 12:45:00,,,,,,,,,,,,,,,,,,
2021-10-25 12:45:15,,,,,,,,,,,,,,,,,,
2021-10-25 12:45:30,,,,,,,,,,,,,,,,,,
2021-10-25 12:45:45,,,,,,,,,,,,,,,,,,
2021-10-25 12:46:00,,,,,,,,,,,,,,,,,,
2021-10-25 12:46:15,,,,,,,,,,,,,,,,,,
2021-10-25 12:46:30,,,,,,,,,,,,,,,,,,
2021-10-25 12:46:45,,,,,,,,,,,,,,,,,,
2021-10-25 12:47:00,,,,,,,,,,,,,,,,,,
2021-10-25 12:47:15,,,,,,,,,,,,,,,,,,
2021-10-25 12:47:30,,,,,,,,,,,,,,,,,,
2021-10-25 12:47:45,,,,,,,,,,,,,,,,,,
2021-10-25 12:48:00,,,,,,,,,,,,,,,,,,
2021-10-25 12:48:15,,,,,,,,,,,,,,,,,,
2021-10-25 12:48:30,,,,,,,,,,,,,,,,,,
2021-10-25 12:48:45,,,,,,,,,,,,,,,,,,
2021-10-25 12:49:00,25.7,0,0,0,0,2267640.0,327.2,97400.0,304.2,25.7,0,0,0,0,2261340.0,332.2,89300.0,309.9
2021-10-25 12:49:15,25.9,0,0,0,0,2267640.0,327.2,97600.0,304.2,25.9,0,0,0,0,2261340.0,332.2,89200.0,310.0
2021-10-25 12:49:30,26.0,,0,0,,2267640.0,327.2,98200.0,304.2,,,,,,,,89200.0,310.1
2021-10-25 12:49:45,26.0,0,0,0,0,2267640.0,327.2,97600.0,304.2,25.9,0,0,0,0,2261340.0,332.2,88900.0,310.2
2021-10-25 12:50:00,,,,,,,,98200.0,304.2,25.9,,0,0,,2261340.0,332.2,88800.0,310.2
2021-10-25 12:50:15,25.9,0,0,0,0,2267640.0,327.2,97700.0,304.3,25.9,0,0,0,0,2261340.0,332.2,89200.0,310.3
2021-10-25 12:50:30,25.9,,0,0,,2267640.0,327.2,97900.0,304.3,,,,,,,,88800.0,310.4
2021-10-25 12:50:45,25.9,0,0,0,0,2267640.0,326.2,97400.0,304.3,25.9,0,0,0,0,2261340.0,332.2,89300.0,310.4
2021-10-25 12:51:00,25.9,,0,0,,2267640.0,326.2,,,,,,,,,,89200.0,310.5
2021-10-25 12:51:15,25.9,0,0,0,0,2267640.0,326.2,98000.0,304.3,25.8,0,0,0,0,2261340.0,332.2,88800.0,310.5
2021-10-25 12:51:30,,,,,,,,97500.0,304.3,,,,,,,,88700.0,310.6
2021-10-25 12:51:45,25.9,0,0,0,0,2267640.0,326.2,98100.0,304.3,25.9,0,0,0,0,2261340.0,332.2,88800.0,310.7
2021-10-25 12:52:00,25.9,,0,0,,2267640.0,326.2,97500.0,304.3,,,,,,,,89200.0,310.7
2021-10-25 12:52:15,25.9,0,0,0,0,2267640.0,326.2,98100.0,304.3,25.9,0,0,0,0,2261340.0,332.2,89200.0,310.8
2021-10-25 12:52:30,,,,,,,,97500.0,304.3,,,,,,,,88800.0,310.8
2021-10-25 12:52:45,25.9,0,0,0,0,2267640.0,326.2,99900.0,304.3,27.7,0,0.0,28000.0,10.2,2261340.0,332.2,2418600.0,309.2
2021-10-25 12:53:00,,,,,,,,,,27.8,0,0.0,236000.0,10.0,2261340.0,330.2,2423400.0,307.9
2021-10-25 12:53:15,,,,,,,,,,28.0,0,0.0,232000.0,10.0,2261340.0,330.2,2449600.0,307.8
2021-10-25 12:53:30,28.0,0,0.0,256000.0,10.0,2267640.0,327.2,2452900.0,305.9,28.0,0,0.0,224000.0,9.9,2261340.0,330.2,2447400.0,307.4
2021-10-25 12:53:45,28.1,0,0.0,252000.0,9.9,2267640.0,327.2,2440500.0,305.8,28.0,0,0.0,220000.0,10.0,2261340.0,330.2,2450300.0,307.1
2021-10-25 12:54:00,27.4,0,0.0,244000.0,9.9,2267640.0,327.2,2499500.0,305.7,27.9,0,0.0,220000.0,9.8,2261340.0,330.2,2456200.0,306.9
2021-10-25 12:54:15,28.0,0,0.0,212000.0,9.8,2267640.0,327.2,1509300.0,305.9,28.0,0,0.0,220000.0,9.4,2261340.0,331.2,1020200.0,307.3
2021-10-25 12:54:30,28.1,0,0.0,244000.0,10.0,2267640.0,328.2,2461300.0,306.0,28.0,0,0.0,216000.0,10.0,2261340.0,331.2,2423100.0,307.1
2021-10-25 12:54:45,28.1,0,0.0,240000.0,10.0,2267640.0,328.2,2489800.0,306.0,28.0,0,0.0,212000.0,10.0,2261340.0,331.2,2408100.0,307.5
2021-10-25 12:55:00,28.1,0,0.0,236000.0,9.9,2267640.0,329.2,2454800.0,306.0,28.0,0,0.0,328000.0,14.2,2261340.0,332.2,2452100.0,307.5
2021-10-25 12:55:15,28.1,0,0.0,332000.0,13.0,2267640.0,329.2,2483200.0,306.4,28.1,0,0.0,176000.0,9.8,2261340.0,332.2,1184500.0,307.5
2021-10-25 12:55:30,28.0,0,0.0,336000.0,12.0,2267640.0,330.2,1514800.0,306.6,28.0,0,0.0,288000.0,11.9,2261520.0,333.2,1656000.0,307.5
2021-10-25 12:55:45,28.1,0,0.0,224000.0,9.9,2267640.0,330.2,1376800.0,306.3,28.1,0,0.0,200000.0,9.9,2261520.0,333.2,1450200.0,307.8
2021-10-25 12:56:00,28.0,0,0.0,424000.0,17.4,2267820.0,330.2,2512000.0,306.4,28.0,0,0.0,416000.0,17.4,2261520.0,333.2,2470100.0,307.8
2021-10-25 12:56:15,28.0,0,0.0,420000.0,17.6,2267820.0,331.2,2515900.0,306.9,28.0,0,0.0,416000.0,17.4,2261520.0,334.2,2468700.0,308.5
2021-10-25 12:56:30,28.1,0,0.0,428000.0,18.8,2267820.0,332.2,2520000.0,307.2,28.0,0,0.0,424000.0,18.7,2261520.0,335.2,2481600.0,308.6
2021-10-25 12:56:45,28.1,0,0.0,424000.0,18.7,2267820.0,333.2,2520400.0,307.6,28.0,0,0.0,420000.0,18.8,2261520.0,335.2,2473200.0,308.8
2021-10-25 12:57:00,28.0,0,0.0,420000.0,18.6,2267820.0,334.2,2520600.0,307.8,27.9,0,0.0,416000.0,18.6,2261520.0,336.2,2471000.0,308.9
2021-10-25 12:57:15,28.0,0,0.0,420000.0,18.8,2267820.0,335.2,2515000.0,308.0,28.0,0,0.0,416000.0,18.6,2261520.0,337.2,2475000.0,309.0
2021-10-25 12:57:30,28.1,0,0.0,416000.0,18.8,2267820.0,336.2,2515800.0,308.2,27.9,0,0.0,408000.0,18.8,2261520.0,338.2,2467400.0,309.1
2021-10-25 12:57:45,28.0,0,0.0,416000.0,18.8,2267820.0,337.2,2518900.0,308.4,28.0,0,0.0,408000.0,18.7,2261520.0,338.2,2471000.0,309.3
2021-10-25 12:58:00,28.1,0,0.0,416000.0,18.8,2267820.0,338.2,2519400.0,308.6,27.9,0,0.0,404000.0,18.8,2261520.0,339.2,2469600.0,309.4
2021-10-25 12:58:15,28.1,2000.0,0.0,420000.0,20.5,2267820.0,338.2,2527300.0,308.7,28.0,2000.0,0.0,420000.0,20.4,2261520.0,340.2,2480900.0,309.5
2021-10-25 12:58:30,28.1,8000.0,0.0,436000.0,24.9,2267820.0,339.2,2554100.0,309.1,27.9,6000.0,0.0,436000.0,24.8,2261700.0,341.2,2521600.0,309.8
2021-10-25 12:58:45,28.0,12000.0,0.0,444000.0,26.8,2267820.0,341.2,2560400.0,309.7,27.9,10000.0,0.0,440000.0,26.8,2261700.0,342.2,2511000.0,310.1
2021-10-25 12:59:00,28.0,22000.0,0.0,452000.0,29.9,2268000.0,343.2,2575000.0,310.2,27.9,18000.0,0.0,448000.0,29.9,2261700.0,344.2,2533400.0,310.6
2021-10-25 12:59:15,28.0,22000.0,0.0,448000.0,29.9,2268000.0,346.2,2565800.0,310.7,27.8,18000.0,0.0,448000.0,29.8,2261700.0,346.2,2526500.0,311.1
2021-10-25 12:59:30,28.0,22000.0,0.0,448000.0,29.8,2268000.0,345.2,2567500.0,311.1,27.8,18000.0,0.0,448000.0,29.9,2261700.0,345.2,2531800.0,311.6
2021-10-25 12:59:45,28.0,22000.0,0.0,444000.0,30.0,2268000.0,345.2,2573100.0,311.5,27.9,18000.0,0.0,444000.0,29.9,2261700.0,345.2,2509200.0,311.9
2021-10-25 13:00:00,28.0,22000.0,0.0,440000.0,29.9,2268000.0,345.2,2558600.0,311.9,27.8,18000.0,0.0,444000.0,30.1,2261700.0,345.2,2518200.0,312.3
2021-10-25 13:00:15,28.0,24000.0,0.0,440000.0,30.0,2268000.0,345.2,2562700.0,312.2,27.9,18000.0,0.0,444000.0,29.9,2261700.0,345.2,2531500.0,312.6
2021-10-25 13:00:30,28.0,22000.0,0.0,436000.0,30.0,2268000.0,345.2,2566600.0,312.6,27.8,18000.0,0.0,440000.0,29.8,2261700.0,345.2,2517600.0,312.9
